koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
CONFIRMED,0,0,0,0,12.03987488,1.83E-05,-1.83E-05,181.22536,0.00117,-0.00117,0.286,0.133,-0.286,2.7363,0.0411,-0.0411,1250.6,23.5,-23.5,2.18,0.09,-0.1,502,15.06,2.6,-2.41,57.6,2,4261,85,-85,4.641,0.027,-0.02,0.633,0.026,-0.029,293.63696,42.82497,15.019
CONFIRMED,0,0,0,0,20.83762895,9.65E-05,-9.65E-05,132.08488,0.00391,-0.00391,0.706,0.04,-0.505,2.3734,0.0987,-0.0987,439,30.9,-30.9,1.42,0.06,-0.07,418,7.24,1.25,-1.16,14.9,3,4261,85,-85,4.641,0.027,-0.02,0.633,0.026,-0.029,293.63696,42.82497,15.019
FALSE POSITIVE,0,1,1,1,8.8111022,1.64E-05,-1.64E-05,136.4568,0.00151,-0.00151,1.223,11.08,-0.215,5.0683,0.0771,-0.0771,401.1,6.1,-6.1,63.66,8.98,-17.95,1399,904.92,371.14,-471.54,76.8,1,6200,125,-113,3.8,0.225,-0.075,2.404,0.339,-0.678,294.46088,38.383461,12.759
CONFIRMED,0,0,0,0,23.58917143,5.79E-05,-5.79E-05,173.81994,0.00194,-0.00194,0.926,0.026,-0.538,5.073,0.325,-0.325,1200.7,27.4,-27.4,3.16,0.3,-0.33,487,13.34,4.66,-3.85,53.3,1,4919,146,-146,4.566,0.072,-0.048,0.721,0.069,-0.075,297.46002,42.83992,15.316
CONFIRMED,0,0,0,0,6.481633073,6.00E-06,-6.00E-06,122.977657,0.000755,-0.000755,0.833,0.021,-0.576,3.784,0.0339,-0.0339,298.5,2.7,-2.7,2.54,0.11,-0.12,1145,406.25,58.56,-52.79,125.6,1,5945,71,-71,4.213,0.033,-0.027,1.302,0.058,-0.058,290.39273,40.28487,12.365
CONFIRMED,0,0,0,0,10.37168928,1.48E-05,-1.48E-05,172.61729,0.00117,-0.00117,0.537,0.02,-0.478,3.035,0.0456,-0.0456,1254.9,21.2,-21.2,3.2,0.18,-0.28,720,63.68,11.53,-13.96,64.5,1,5121,76,-84,4.457,0.091,-0.039,0.888,0.049,-0.077,290.39322,43.363899,15.193
CANDIDATE,0,0,0,0,3.96996298,1.40E-05,-1.40E-05,137.75447,0.0031,-0.0031,0.836,0.101,-0.602,1.1757,0.097,-0.097,299.2,24.5,-24.5,1.78,0.09,-0.16,992,229.37,41.51,-50.3,15,2,5121,76,-84,4.457,0.091,-0.039,0.888,0.049,-0.077,290.39322,43.363899,15.193
CONFIRMED,0,0,0,0,226.8904775,0.0009057,-0.0009057,207.35971,0.00362,-0.00362,0.731,0.139,-0.492,7.558,0.193,-0.193,3136.4,69.4,-69.4,4.53,0.32,-0.2,236,0.73,0.18,-0.11,46.8,2,5067,102,-102,4.585,0.024,-0.048,0.75,0.052,-0.033,294.90973,42.935261,15.859
FALSE POSITIVE,0,1,0,0,1.956811408,1.06E-06,-1.06E-06,170.694208,0.00043,-0.00043,1.091,11.83,-0.023,2.1958,0.0257,-0.0257,24905,244,-244,21.58,1.33,-1.47,1109,357.16,100.66,-82.23,125.4,1,5209,171,-155,4.657,0.063,-0.032,0.603,0.037,-0.041,295.83536,42.943062,15.533
CANDIDATE,0,0,0,0,2.688899233,1.90E-07,-1.90E-07,170.1020904,5.61E-05,-5.61E-05,0.001,0.061,-0.001,2.11275,0.00254,-0.00254,37492,44,-44,12.04,1.36,-0.79,929,175.76,66.28,-39.88,1011.6,1,4820,130,-144,4.667,0.027,-0.063,0.639,0.072,-0.042,296.68307,42.967869,15.766
CONFIRMED,0,0,0,0,9.439459486,4.99E-06,-4.99E-06,177.186096,0.000418,-0.000418,0.049,0.273,-0.049,2.8979,0.0188,-0.0188,3036.1,18.8,-18.8,4.16,0.5,-0.28,686,52.32,21.42,-12.06,175.2,1,5097,152,-152,4.597,0.025,-0.085,0.779,0.093,-0.053,288.64252,43.039291,15.067
CONFIRMED,0,0,0,0,11.52306746,9.45E-06,-9.45E-06,131.969055,0.0007,-0.0007,0,0.304,0,3.8757,0.0209,-0.0209,507.3,4.2,-4.2,3.13,0.2,-0.17,927,174.81,35.33,-25.81,142,1,5644,84,-75,4.162,0.033,-0.03,1.411,0.091,-0.073,284.48245,44.398041,12.346
CONFIRMED,1,0,0,0,20.47748843,3.13E-05,-3.13E-05,178.66786,0.00103,-0.00103,0.497,0.015,-0.44,2.8364,0.0419,-0.0419,1382.4,28.2,-28.2,2.92,0.35,-0.19,530,18.65,7.63,-4.3,52.7,2,5097,152,-152,4.597,0.025,-0.085,0.779,0.093,-0.053,288.64252,43.039291,15.067
CONFIRMED,0,0,0,0,3.336123113,4.36E-06,-4.36E-06,135.31623,0.00109,-0.00109,0.252,0.22,-0.252,1.9616,0.0333,-0.0333,516.3,13.7,-13.7,1.74,0.2,-0.12,970,209.79,85.87,-48.36,41.6,3,5097,152,-152,4.597,0.025,-0.085,0.779,0.093,-0.053,288.64252,43.039291,15.067
CONFIRMED,0,0,0,0,8.01078456,1.06E-05,-1.06E-05,170.20739,0.00106,-0.00106,0.192,0.096,-0.192,2.312,0.0336,-0.0336,1333.6,29.3,-29.3,1.72,0.13,-0.2,453,9.9,2.52,-2.88,48.5,1,3713,74,-92,4.779,0.063,-0.031,0.47,0.036,-0.054,294.77393,43.056301,15.847
CONFIRMED,0,0,0,0,12.07134205,4.21E-05,-4.21E-05,143.45948,0.00287,-0.00287,0.014,0.518,-0.014,4.3224,0.0983,-0.0983,759.2,26.4,-26.4,1.29,0.1,-0.15,395,5.74,1.46,-1.67,31,2,3713,74,-92,4.779,0.063,-0.031,0.47,0.036,-0.054,294.77393,43.056301,15.847
CONFIRMED,0,0,0,0,20.99587872,7.66E-05,-7.66E-05,152.31554,0.00305,-0.00305,0.228,0.176,-0.228,2.6333,0.0866,-0.0866,767.3,42.9,-42.9,1.3,0.1,-0.15,328,2.74,0.7,-0.79,18.2,3,3713,74,-92,4.779,0.063,-0.031,0.47,0.036,-0.054,294.77393,43.056301,15.847
FALSE POSITIVE,0,1,0,0,1.000747038,2.91E-07,-2.91E-07,169.974229,0.000225,-0.000225,0.908,0.005,-0.635,0.9967,0.0388,-0.0388,1823.5,16.9,-16.9,4.14,0.75,-0.57,1620,1635.2,958.96,-568.34,147.4,1,5472,179,-179,4.499,0.117,-0.13,0.79,0.143,-0.108,297.97513,43.164909,15.419
CONFIRMED,0,0,0,0,8.884922995,1.64E-06,-1.64E-06,169.991686,0.000144,-0.000144,0.069,0.087,-0.069,2.07004,0.00709,-0.00709,16053,47.4,-47.4,10.51,0.56,-0.57,770,83.21,16.69,-13.87,388.2,1,5332,106,-96,4.5,0.05,-0.036,0.843,0.045,-0.045,291.1376,36.577381,15.264
CONFIRMED,0,0,0,0,8.09888906,2.18E-06,-2.18E-06,176.623731,0.000216,-0.000216,0.018,0.154,-0.018,4.20241,0.00982,-0.00982,6911.1,18,-18,8.95,2.94,-0.98,986,223.19,216.44,-69.72,435.9,1,6214,174,-217,4.442,0.054,-0.216,1.076,0.353,-0.118,282.69952,43.272739,15.261
CONFIRMED,0,0,0,0,10.00653012,2.00E-05,-2.00E-05,176.96898,0.00152,-0.00152,0.862,0.028,-0.586,5.344,0.114,-0.114,936.1,14.7,-14.7,3.52,1.11,-0.38,876,139.21,132.68,-43.02,71.9,1,6063,181,-217,4.47,0.052,-0.208,1.001,0.318,-0.106,283.63077,43.379398,15.063
CONFIRMED,0,0,0,0,17.85522168,3.68E-06,-3.68E-06,146.596466,0.000163,-0.000163,0.075,0.106,-0.043,7.41287,0.00581,-0.00581,9065.2,11.2,-11.2,13.16,2.57,-0.65,911,163.04,78.35,-23.38,915.7,1,6823,61,-92,4.308,0.024,-0.128,1.367,0.267,-0.067,297.45374,41.01099,11.353
CANDIDATE,0,0,0,0,83.92494032,8.00E-05,-8.00E-05,236.76334,0.000718,-0.000718,0.658,0.031,-0.052,6.7904,0.0748,-0.0748,7958.7,54.8,-54.8,4.78,0.34,-0.47,226,0.62,0.18,-0.18,182.1,1,3960,118,-130,4.746,0.045,-0.04,0.509,0.036,-0.05,287.85239,43.897991,15.754
CONFIRMED,0,0,0,0,5.007316661,1.39E-06,-1.39E-06,173.433997,0.000219,-0.000219,0.344,0.076,-0.181,4.2362,0.0248,-0.0248,6932.3,19.7,-19.7,6.96,1.75,-0.62,998,234.28,170.6,-64.02,431.4,1,5865,146,-190,4.563,0.042,-0.168,0.827,0.208,-0.074,295.53613,43.884449,15.813
CONFIRMED,0,0,0,0,2.211116989,2.69E-06,-2.69E-06,170.150139,0.000969,-0.000969,0.69,0.009,-0.509,1.6485,0.0297,-0.0297,724.2,18.9,-18.9,1.85,0.13,-0.05,931,177.19,40.98,-23.72,42.6,1,4500,90,-90,4.656,0.013,-0.043,0.646,0.043,-0.02,285.16833,44.026459,15.791
CONFIRMED,0,0,0,0,27.9541337,0.0001727,-0.0001727,178.73791,0.00397,-0.00397,0.063,0.402,-0.063,3.95,0.138,-0.138,942.5,39.6,-39.6,1.9,0.13,-0.06,400,6.04,1.39,-0.81,25.4,3,4500,90,-90,4.656,0.013,-0.043,0.646,0.043,-0.02,285.16833,44.026459,15.791
CONFIRMED,0,1,0,0,12.69104387,2.30E-05,-2.30E-05,137.12594,0.00149,-0.00149,0.008,0.389,-0.007,3.7727,0.0452,-0.0452,252.1,4.6,-4.6,2.57,0.4,-0.65,1008,244.3,109.11,-118.87,60.2,1,5869,117,-117,4.024,0.21,-0.105,1.626,0.254,-0.413,292.92914,48.60281,12.935
FALSE POSITIVE,0,1,0,0,4.409409243,5.83E-06,-5.83E-06,171.89433,0.00105,-0.00105,0.028,0.269,-0.028,3.8636,0.0468,-0.0468,12861,174,-174,10.95,3.05,-2.03,1101,347.06,298.88,-143.45,85.8,1,5600,186,-169,4.368,0.185,-0.204,0.975,0.271,-0.181,296.41019,43.455391,15.403
CONFIRMED,0,0,0,0,16.23947096,1.58E-05,-1.58E-05,175.569907,0.000771,-0.000771,0.043,0.343,-0.043,4.0374,0.0345,-0.0345,2590.7,22.5,-22.5,4.14,0.38,-0.15,598,30.14,8.83,-4.28,123.8,1,5191,103,-103,4.564,0.016,-0.088,0.837,0.078,-0.03,293.0614,43.58136,15.258
CONFIRMED,0,0,0,0,2.052349884,1.37E-07,-1.37E-07,169.890622,5.25E-05,-5.25E-05,0.437,0.03,-0.054,2.0778,0.0109,-0.0109,14281,17.9,-17.9,13.12,2.01,-1.18,1497,1183.18,468.35,-260.6,1072.1,1,5855,70,-88,4.393,0.076,-0.123,1.08,0.166,-0.097,299.56189,43.503559,15.257
CONFIRMED,0,0,0,0,9.7704486,1.46E-05,-1.46E-05,175.71372,0.00118,-0.00118,0.09,0.318,-0.09,2.4517,0.0443,-0.0443,1897.8,36.6,-36.6,2.23,0.14,-0.2,460,10.59,2.35,-2.58,58,1,3906,78,-86,4.73,0.052,-0.024,0.509,0.032,-0.046,282.23251,43.66563,15.777
CONFIRMED,0,0,0,0,5.169804269,9.04E-06,-9.04E-06,172.63153,0.00134,-0.00134,0.351,0.067,-0.351,2.153,0.0493,-0.0493,1037.4,27.7,-27.7,1.66,0.11,-0.15,569,24.75,5.51,-6.02,41.4,2,3906,78,-86,4.73,0.052,-0.024,0.509,0.032,-0.046,282.23251,43.66563,15.777
CONFIRMED,0,0,0,0,21.22261195,2.91E-05,-2.91E-05,137.57403,0.00113,-0.00113,0.02,0.378,-0.02,6.5093,0.042,-0.042,366,3.5,-3.5,2.48,0.11,-0.11,771,83.56,12.04,-10.86,114.9,2,5945,71,-71,4.213,0.033,-0.027,1.302,0.058,-0.058,290.39273,40.28487,12.365
CONFIRMED,0,0,0,0,20.09017037,6.63E-05,-6.63E-05,147.97788,0.00275,-0.00275,0.886,0.014,-0.638,4.154,0.154,-0.154,1432.1,41.4,-41.4,2.25,0.14,-0.21,362,4.05,0.91,-0.98,36.9,3,3906,78,-86,4.73,0.052,-0.024,0.509,0.032,-0.046,282.23251,43.66563,15.777
CONFIRMED,0,0,0,0,7.11373257,1.28E-05,-1.28E-05,174.32351,0.00143,-0.00143,0.334,0.117,-0.334,2.1764,0.0496,-0.0496,807.6,20.5,-20.5,1.16,0.13,-0.17,429,8.01,2.66,-2.73,44.4,1,3561,71,-89,4.855,0.055,-0.055,0.411,0.045,-0.06,296.98505,43.65852,15.234
CONFIRMED,0,0,0,0,3.306551643,6.40E-06,-6.40E-06,134.37211,0.00159,-0.00159,0.001,0.43,-0.001,1.8177,0.0485,-0.0485,509.2,15.6,-15.6,0.91,0.1,-0.13,554,22.19,7.37,-7.57,37.8,2,3561,71,-89,4.855,0.055,-0.055,0.411,0.045,-0.06,296.98505,43.65852,15.234
CONFIRMED,0,0,0,0,15.36845737,4.07E-05,-4.07E-05,147.38965,0.00229,-0.00229,0.115,0.32,-0.115,2.4714,0.069,-0.069,756.1,26.4,-26.4,1.11,0.12,-0.16,332,2.86,0.95,-0.98,30.9,3,3561,71,-89,4.855,0.055,-0.055,0.411,0.045,-0.06,296.98505,43.65852,15.234
CANDIDATE,0,0,0,0,13.81020318,2.97E-05,-2.97E-05,172.33533,0.00175,-0.00175,0.791,0.033,-0.543,3.048,0.0635,-0.0635,1309.7,31.5,-31.5,4.56,1.33,-0.88,833,113.75,99.51,-49.06,46.2,1,5942,176,-193,4.327,0.136,-0.187,1.142,0.333,-0.222,281.96063,43.70311,15.425
CONFIRMED,0,0,0,0,4.093578461,8.96E-06,-8.96E-06,171.00954,0.00176,-0.00176,0.93,0.004,-0.667,2.5833,0.063,-0.063,538.6,17,-17,2.85,0.8,-0.34,1182,461.07,378.55,-152.43,36.4,1,6077,162,-217,4.471,0.06,-0.18,0.999,0.28,-0.12,290.26328,44.55645,15.399
CONFIRMED,0,0,0,0,105.145959,0.001997,-0.001997,178.367,0.0112,-0.0112,0.964,0.009,-0.679,8.593,0.446,-0.446,685.4,45.6,-45.6,3.43,0.96,-0.42,401,6.09,5.01,-2.01,15.4,2,6077,162,-217,4.471,0.06,-0.18,0.999,0.28,-0.12,290.26328,44.55645,15.399
CONFIRMED,0,0,0,0,10.8484518,1.63E-05,-1.63E-05,171.80584,0.00122,-0.00122,0.21,0.217,-0.21,2.9993,0.0431,-0.0431,1675.6,28.8,-28.8,2.34,0.44,-0.43,499,14.66,22.69,-8.24,64.5,1,4201,676,-416,4.682,0.088,-0.072,0.591,0.109,-0.109,295.57935,44.545959,15.058
CONFIRMED,0,0,0,0,4.082274889,2.47E-07,-2.47E-07,169.6375652,4.87E-05,-4.87E-05,0.093,0.014,-0.076,3.23015,0.00288,-0.00288,17859,12.5,-12.5,10.55,2.4,-0.87,1016,251.48,170.17,-61.38,1669.1,1,5655,152,-152,4.581,0.038,-0.152,0.794,0.181,-0.065,284.83047,44.658138,15.198
CANDIDATE,0,0,0,0,3.886655224,7.82E-06,-7.82E-06,169.73814,0.00155,-0.00155,0.649,0.053,-0.476,3.1646,0.0604,-0.0604,581.6,13.9,-13.9,1.87,0.36,-0.15,1010,246.29,141.54,-59.99,48.1,1,5662,153,-153,4.61,0.032,-0.12,0.738,0.14,-0.06,288.72665,44.60751,15.371
CONFIRMED,0,0,0,0,42.1406089,0.0003143,-0.0003143,139.0604,0.00485,-0.00485,0.045,0.393,-0.045,5.083,0.155,-0.155,895.5,43.6,-43.6,1.85,0.13,-0.05,349,3.49,0.81,-0.47,21.6,5,4500,90,-90,4.656,0.013,-0.043,0.646,0.043,-0.02,285.16833,44.026459,15.791
CONFIRMED,0,0,0,0,10.19849255,3.25E-05,-3.25E-05,137.92067,0.00268,-0.00268,0.714,0.204,-0.473,2.4283,0.0705,-0.0705,634.1,31.3,-31.3,1.75,0.11,-0.06,559,23.11,5.35,-3.09,21.4,4,4500,90,-90,4.656,0.013,-0.043,0.646,0.043,-0.02,285.16833,44.026459,15.791
FALSE POSITIVE,0,1,1,0,5.795063956,5.03E-06,-5.03E-06,172.697467,0.00069,-0.00069,0.949,0.005,-0.004,3.2496,0.0513,-0.0513,1692.9,26.5,-26.5,4.33,0.98,-0.39,950,192.74,128.89,-49.49,119.4,1,5865,158,-158,4.563,0.038,-0.152,0.827,0.186,-0.074,296.50754,44.036072,15.289
CONFIRMED,0,0,0,0,7.15681552,1.20E-05,-1.20E-05,174.13511,0.00133,-0.00133,0.45,0.411,-0.255,2.5882,0.0463,-0.0463,867,19.8,-19.8,2.47,0.1,-0.2,782,88.23,13.54,-17.72,47.7,1,5029,83,-75,4.494,0.077,-0.027,0.838,0.033,-0.066,289.59476,44.141949,15.46
CONFIRMED,0,0,0,0,17.64830851,5.50E-05,-5.50E-05,133.54533,0.00252,-0.00252,0.653,0.265,-0.444,2.0873,0.0752,-0.0752,763.3,35.7,-35.7,2.43,0.1,-0.19,579,26.49,4.06,-5.32,23.8,2,5029,83,-75,4.494,0.077,-0.027,0.838,0.033,-0.066,289.59476,44.141949,15.46
CONFIRMED,0,0,0,0,16.51410989,3.39E-05,-3.39E-05,176.11686,0.00165,-0.00165,0.395,0.008,-0.395,4.1575,0.0539,-0.0539,973.5,18.5,-18.5,2.72,0.27,-0.24,655,43.57,13.8,-9.97,55.9,1,5527,111,-111,4.488,0.075,-0.075,0.866,0.089,-0.074,296.56622,44.105862,15.223
CONFIRMED,0,0,0,0,4.79090809,2.28E-05,-2.28E-05,136.31106,0.00392,-0.00392,0.11,0.342,-0.11,2.603,0.11,-0.11,251.3,13.2,-13.2,1.36,0.14,-0.12,990,227.24,71.98,-51.99,21.2,4,5527,111,-111,4.488,0.075,-0.075,0.866,0.089,-0.074,296.56622,44.105862,15.223
CONFIRMED,0,0,0,0,31.71981013,6.31E-05,-6.31E-05,142.82083,0.00164,-0.00164,0.125,0.285,-0.125,4.819,0.0498,-0.0498,363.4,6.1,-6.1,3.09,0.49,-0.78,743,71.97,32.15,-35.02,63.1,2,5869,117,-117,4.024,0.21,-0.105,1.626,0.254,-0.413,292.92914,48.60281,12.935
CONFIRMED,0,0,0,0,99.6415962,0.0006637,-0.0006637,198.68664,0.00508,-0.00508,0.028,0.418,-0.028,4.448,0.14,-0.14,952.5,44.1,-44.1,2.64,0.27,-0.23,360,3.97,1.25,-0.91,22.7,3,5527,111,-111,4.488,0.075,-0.075,0.866,0.089,-0.074,296.56622,44.105862,15.223
CONFIRMED,0,0,0,0,4.708326451,7.30E-07,-7.30E-07,171.446507,0.000121,-0.000121,0.061,0.063,-0.061,3.16114,0.00526,-0.00526,7912.7,14.4,-14.4,10.6,2.85,-2.56,1162,431.02,349.26,-211.73,633.4,1,5560,166,-166,4.246,0.252,-0.189,1.21,0.325,-0.293,298.63565,44.17094,15.113
FALSE POSITIVE,0,0,1,1,16.37198661,2.82E-05,-2.82E-05,172.75926,0.00138,-0.00138,9.303,65.75,-6.594,3.8449,0.0654,-0.0654,4147.6,84,-84,540.37,39.25,-58.42,438,8.71,2.56,-2.57,54.5,1,4187,125,-125,4.656,0.056,-0.024,0.592,0.043,-0.064,298.67862,44.175499,15.654
CONFIRMED,0,0,0,0,5.392026903,6.66E-06,-6.66E-06,171.72707,0.000963,-0.000963,0.314,0.072,-0.314,2.9804,0.0352,-0.0352,1151.4,17.2,-17.2,2.68,0.36,-0.19,850,123.33,54.53,-29.06,77.4,1,5198,155,-155,4.589,0.024,-0.102,0.801,0.106,-0.057,284.43051,44.48053,15.651
CONFIRMED,0,0,0,0,6.491682808,1.69E-06,-1.69E-06,174.633553,0.000216,-0.000216,0.535,0.034,-0.053,4.301,0.0272,-0.0272,7163.3,17.2,-17.2,9.66,3.27,-1.31,1062,301.54,310.33,-112.73,502.3,1,6123,193,-265,4.413,0.072,-0.217,1.107,0.375,-0.15,285.55481,45.578861,15.649
FALSE POSITIVE,0,1,1,1,3.044770796,4.46E-06,-4.46E-06,172.01916,0.00115,-0.00115,1.252,0.369,-0.108,10.0134,0.0663,-0.0663,1695,10.1,-10.1,24.54,4.89,-1.96,1076,317.36,196.04,-79.26,203.5,1,5525,165,-165,4.603,0.032,-0.12,0.753,0.15,-0.06,293.68494,45.51683,15.621
CONFIRMED,0,0,0,0,3.855603916,3.68E-07,-3.68E-07,170.6787843,7.48E-05,-7.48E-05,0.348,0.027,-0.039,3.2179,0.0101,-0.0101,16653,18.2,-18.2,13.61,3.8,-1.35,1212,508.65,435.35,-163.96,1173.9,1,6033,193,-265,4.46,0.048,-0.192,1.046,0.292,-0.104,296.39316,45.568562,15.272
FALSE POSITIVE,0,0,1,1,3.855599139,4.00E-06,-4.00E-06,170.67957,0.000863,-0.000863,0.864,0.014,-0.599,3.183,0.0616,-0.0616,1030.9,13.2,-13.2,3.57,1,-0.33,1158,425.74,349.36,-120.92,90.1,1,5936,164,-205,4.501,0.046,-0.196,0.965,0.268,-0.089,296.39542,45.56992,15.054
CONFIRMED,0,0,0,0,38.47876629,4.73E-06,-4.73E-06,151.852812,0.000101,-0.000101,0.003,0.034,-0.003,5.04169,0.00343,-0.00343,23530,25.4,-25.4,13.26,1.78,-0.59,484,13.01,4.96,-2.04,1077.8,1,5510,98,-109,4.539,0.019,-0.11,0.879,0.118,-0.039,288.90222,49.370491,13.779
FALSE POSITIVE,0,1,0,0,37.60166128,5.79E-06,-5.79E-06,194.713383,0.000123,-0.000123,0.408,0.004,-0.005,8.30604,0.00855,-0.00855,59130,43.7,-43.7,27.22,8.22,-4.42,606,31.86,28.15,-12.3,1667.3,1,6140,164,-201,4.354,0.124,-0.201,1.096,0.331,-0.178,282.30603,44.714661,15.505
CONFIRMED,0,0,0,0,3.314947362,1.71E-06,-1.71E-06,171.313058,0.000418,-0.000418,0.799,0.058,-0.54,1.8007,0.0284,-0.0284,1398.2,13.6,-13.6,3.94,1.11,-0.37,1155,421.03,347.73,-114.75,123.5,1,5609,150,-166,4.481,0.062,-0.188,0.944,0.266,-0.089,293.45483,44.792789,15.142
FALSE POSITIVE,0,1,1,0,6.71969089,1.39E-05,-1.39E-05,173.35776,0.00167,-0.00167,0.985,22.45,-0.029,3.0231,0.0879,-0.0879,969.7,26.2,-26.2,4.37,1.06,-0.57,952,194.18,143.01,-64.13,45.4,1,5931,177,-177,4.479,0.094,-0.175,0.866,0.21,-0.113,301.04956,44.706299,15.172
CONFIRMED,0,0,0,0,39.6431552,1.04E-05,-1.04E-05,206.596798,0.000202,-0.000202,0.062,0.103,-0.042,6.5292,0.00694,-0.00694,15664,24.4,-24.4,10.98,0.72,-0.99,472,11.74,2.46,-2.55,690.3,1,5231,83,-73,4.455,0.091,-0.049,0.9,0.059,-0.081,283.97751,44.811562,15.011
CONFIRMED,0,0,0,0,21.80451611,4.73E-05,-4.73E-05,190.49737,0.00171,-0.00171,0.751,0.166,-0.5,3.4097,0.0714,-0.0714,1144.9,26.4,-26.4,2.6,0.47,-0.19,543,20.48,11.55,-4.65,49.9,1,5481,163,-146,4.629,0.028,-0.112,0.708,0.127,-0.051,291.71732,44.88731,15.067
CONFIRMED,0,0,0,0,10.28194593,1.88E-05,-1.88E-05,175.33988,0.00144,-0.00144,0.168,0.267,-0.168,3.4366,0.0541,-0.0541,1110.7,21.3,-21.3,2.53,0.36,-0.19,680,50.6,23.78,-12.02,55,2,5196,155,-155,4.593,0.026,-0.097,0.775,0.111,-0.056,291.84198,44.858089,15.532
CONFIRMED,0,0,0,0,18.11993039,3.70E-05,-3.70E-05,182.61535,0.00164,-0.00164,0.206,0.192,-0.206,4.2309,0.0581,-0.0581,1506.9,25.8,-25.8,2.95,0.42,-0.22,563,23.77,11.17,-5.65,60.7,1,5196,155,-155,4.593,0.026,-0.097,0.775,0.111,-0.056,291.84198,44.858089,15.532
CONFIRMED,0,0,0,0,3.78402867,1.08E-05,-1.08E-05,133.28133,0.00236,-0.00236,0.691,0.216,-0.466,1.9012,0.0678,-0.0678,426.1,18.4,-18.4,1.7,0.25,-0.12,949,191.78,90.15,-45.54,25.6,3,5196,155,-155,4.593,0.026,-0.097,0.775,0.111,-0.056,291.84198,44.858089,15.532
CONFIRMED,0,0,0,0,5.15448142,1.03E-05,-1.03E-05,171.6389,0.00157,-0.00157,0.933,0.038,-0.686,3.228,0.122,-0.122,697.5,16.4,-16.4,2.94,0.63,-0.39,964,204.1,134.51,-67.88,48.1,1,5431,161,-161,4.457,0.104,-0.156,0.884,0.19,-0.117,294.84689,45.034409,15.365
FALSE POSITIVE,1,0,0,0,33.80364366,2.28E-05,-2.28E-05,202.259731,0.000544,-0.000544,0.023,0.088,-0.023,11.4813,0.0187,-0.0187,13494,26.6,-26.6,20.7,3.24,-4.86,745,72.71,32.55,-33.45,529.9,1,5855,117,-117,3.999,0.196,-0.084,1.796,0.281,-0.422,297.47586,41.114288,13.109
CONFIRMED,0,0,0,0,5.743469797,7.28E-06,-7.28E-06,174.898924,0.000999,-0.000999,0.001,0.372,-0.001,3.4412,0.0357,-0.0357,1240.2,17.8,-17.8,3.13,0.97,-0.31,982,219.95,200.46,-61.41,79.7,1,5897,159,-177,4.531,0.037,-0.213,0.891,0.277,-0.087,291.09235,45.115528,15.543
CANDIDATE,0,0,0,0,39.4759093,0.0001317,-0.0001317,173.31207,0.0025,-0.0025,0.938,0.011,-0.647,2.968,0.146,-0.146,1012.6,42.8,-42.8,4.06,1.31,-0.44,577,26.13,24.8,-8.31,26.6,1,6225,172,-237,4.45,0.054,-0.216,1.031,0.332,-0.111,291.20804,45.244389,15.229
FALSE POSITIVE,0,1,0,0,19.97448524,1.75E-06,-1.75E-06,171.6300909,7.08E-05,-7.08E-05,0.886,0.007,-0.008,4.23479,0.00624,-0.00624,40293,44.3,-44.3,26.56,8.31,-2.77,700,56.84,52.57,-17.31,1398.8,1,6108,171,-214,4.471,0.052,-0.221,0.997,0.312,-0.104,289.72748,45.367661,15.217
CONFIRMED,0,0,0,0,3.166353562,2.53E-06,-2.53E-06,170.966145,0.000631,-0.000631,0.032,0.321,-0.032,3.3129,0.0233,-0.0233,1473.4,13.4,-13.4,3.82,1.22,-0.41,1273,621.92,586.4,-191.31,128.3,1,6007,169,-211,4.47,0.052,-0.208,0.998,0.318,-0.106,286.36011,45.414291,15.603
FALSE POSITIVE,0,1,0,0,23.89963441,4.79E-06,-4.79E-06,188.982797,0.00016,-0.00016,1.245,0.104,-0.088,3.81881,0.00835,-0.00835,20953,43.8,-43.8,44.04,13.88,-4.62,652,42.8,39.62,-13.23,547.8,1,6192,169,-225,4.503,0.052,-0.208,0.924,0.291,-0.097,294.71768,45.48576,15.453
CONFIRMED,0,0,0,0,5.83909761,2.02E-05,-2.02E-05,132.09261,0.00291,-0.00291,0.341,0.096,-0.341,3.1915,0.0899,-0.0899,273.6,11.6,-11.6,2.06,0.33,-0.39,1097,341.48,153.14,-134.02,25.2,2,5553,111,0,4.221,0.188,-0.101,1.25,0.196,-0.24,292.58044,46.097389,15.065
CONFIRMED,0,0,0,0,1.620467654,5.92E-06,-5.92E-06,132.06388,0.00328,-0.00328,0.271,0.189,-0.271,2.1888,0.0995,-0.0995,159.6,8.3,-8.3,1.57,0.24,-0.3,1681,1893.42,849.07,-743.1,22.7,3,5553,111,0,4.221,0.188,-0.101,1.25,0.196,-0.24,292.58044,46.097389,15.065
